Month,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,DepTimeM,DepTimeCategorical,UniqueCarrier_OriginDest,UniqueCarrier_Origin,target
c-4,c-4,1205,WN,TPA,CMH,829,5,20,WN_TPA_CMH,WN_TPA,1
c-8,c-2,805,WN,LAS,SJC,386,25,13,WN_LAS_SJC,WN_LAS,0
c-9,c-1,1042,OO,LAS,PSP,173,22,17,OO_LAS_PSP,OO_LAS,0
c-12,c-5,789,UA,LAX,DFW,1235,9,13,UA_LAX_DFW,UA_LAX,1
c-4,c-3,1010,UA,RIC,ORD,642,50,16,UA_RIC_ORD,UA_RIC,0
c-8,c-2,735,EV,CAE,CVG,404,15,12,EV_CAE_CVG,EV_CAE,0
c-12,c-1,847,NW,PHX,MSP,1276,7,14,NW_PHX_MSP,NW_PHX,0
c-12,c-7,685,MQ,MIA,SDF,911,25,11,MQ_MIA_SDF,MQ_MIA,0
c-5,c-5,1277,EV,LGA,CAE,617,17,21,EV_LGA_CAE,EV_LGA,0
c-1,c-6,440,WN,PHL,TPA,920,20,7,WN_PHL_TPA,WN_PHL,0
c-8,c-3,1427,DL,ATL,RIC,481,47,23,DL_ATL_RIC,DL_ATL,1
c-2,c-6,1124,OO,DSM,ORD,299,44,18,OO_DSM_ORD,OO_DSM,0
c-10,c-7,712,AA,JFK,MIA,1090,52,11,AA_JFK_MIA,AA_JFK,0
c-5,c-5,1220,OO,SLC,GTF,463,20,20,OO_SLC_GTF,OO_SLC,0
c-12,c-4,762,AA,DFW,BUR,1231,42,12,AA_DFW_BUR,AA_DFW,0
c-3,c-4,1284,B6,JFK,FLL,1069,24,21,B6_JFK_FLL,B6_JFK,0
c-6,c-3,425,CO,EWR,SFO,2565,5,7,CO_EWR_SFO,CO_EWR,0
c-3,c-2,434,AS,OAK,SEA,671,14,7,AS_OAK_SEA,AS_OAK,0
c-10,c-7,384,FL,CAK,BOS,549,24,6,FL_CAK_BOS,FL_CAK,0
c-2,c-4,1042,NW,MSP,PHX,1276,22,17,NW_MSP_PHX,NW_MSP,0
c-7,c-7,506,EV,PHX,SLC,507,26,8,EV_PHX_SLC,EV_PHX,0
c-9,c-3,943,NW,DTW,TPA,983,43,15,NW_DTW_TPA,NW_DTW,0
c-1,c-1,1095,OO,SFO,SLC,599,15,18,OO_SFO_SLC,OO_SFO,0
c-8,c-4,440,UA,TUS,PHX,110,20,7,UA_TUS_PHX,UA_TUS,0
c-12,c-4,578,OO,RNO,SLC,422,38,9,OO_RNO_SLC,OO_RNO,0
c-8,c-5,446,UA,OAK,IAD,2408,26,7,UA_OAK_IAD,UA_OAK,0
c-11,c-1,1411,US,LIH,PHX,2979,31,23,US_LIH_PHX,US_LIH,0
c-7,c-4,670,EV,CVG,TYS,226,10,11,EV_CVG_TYS,EV_CVG,0
c-1,c-4,1090,UA,ORD,LGA,733,10,18,UA_ORD_LGA,UA_ORD,1
c-4,c-3,944,XE,SYR,CLE,317,44,15,XE_SYR_CLE,XE_SYR,1
c-12,c-1,989,CO,EWR,JAX,821,29,16,CO_EWR_JAX,CO_EWR,1
c-2,c-4,393,AA,LGA,DFW,1389,33,6,AA_LGA_DFW,AA_LGA,0
c-11,c-4,997,MQ,ORD,SWF,714,37,16,MQ_ORD_SWF,MQ_ORD,1
c-7,c-1,1055,CO,EWR,SAN,2425,35,17,CO_EWR_SAN,CO_EWR,0
c-2,c-7,1225,WN,HOU,BWI,1246,25,20,WN_HOU_BWI,WN_HOU,0
c-11,c-7,677,XE,AMA,IAH,519,17,11,XE_AMA_IAH,XE_AMA,1
c-9,c-4,491,UA,ATL,DEN,1199,11,8,UA_ATL_DEN,UA_ATL,0
c-10,c-2,1316,WN,BWI,TPA,842,56,21,WN_BWI_TPA,WN_BWI,0
c-5,c-7,1206,OO,ORD,FSD,462,6,20,OO_ORD_FSD,OO_ORD,0
c-2,c-3,1120,XE,TYS,IAH,772,40,18,XE_TYS_IAH,XE_TYS,0
c-6,c-7,1098,AA,ORD,LGA,733,18,18,AA_ORD_LGA,AA_ORD,0
c-4,c-7,520,MQ,DFW,SPS,113,40,8,MQ_DFW_SPS,MQ_DFW,0
c-9,c-3,1208,AS,BET,ANC,399,8,20,AS_BET_ANC,AS_BET,0
c-11,c-3,1135,NW,PHX,MSP,1276,55,18,NW_PHX_MSP,NW_PHX,1
c-1,c-5,1089,US,CLT,SFO,2296,9,18,US_CLT_SFO,US_CLT,0
c-7,c-7,772,WN,OAK,LAS,407,52,12,WN_OAK_LAS,WN_OAK,1
c-12,c-4,963,US,PHL,FLL,992,3,16,US_PHL_FLL,US_PHL,1
c-3,c-4,795,EV,SDF,ATL,321,15,13,EV_SDF_ATL,EV_SDF,1
c-8,c-6,476,DL,TPA,ATL,406,56,7,DL_TPA_ATL,DL_TPA,0
c-4,c-5,808,WN,PHX,SAT,843,28,13,WN_PHX_SAT,WN_PHX,1
c-3,c-4,382,OO,CLD,LAX,86,22,6,OO_CLD_LAX,OO_CLD,0
c-11,c-4,756,NW,JFK,DTW,508,36,12,NW_JFK_DTW,NW_JFK,0
c-5,c-7,1045,WN,PHL,OAK,2510,25,17,WN_PHL_OAK,WN_PHL,0
c-2,c-5,1115,WN,BNA,HOU,670,35,18,WN_BNA_HOU,WN_BNA,0
c-1,c-6,991,OH,CVG,STL,307,31,16,OH_CVG_STL,OH_CVG,0
c-2,c-3,458,DL,MLB,ATL,443,38,7,DL_MLB_ATL,DL_MLB,0
c-7,c-2,449,AA,MSY,DFW,448,29,7,AA_MSY_DFW,AA_MSY,0
c-8,c-4,375,AA,DFW,ORD,802,15,6,AA_DFW_ORD,AA_DFW,0
c-6,c-6,449,AS,SEA,PHX,1107,29,7,AS_SEA_PHX,AS_SEA,0
c-10,c-3,900,EV,HPN,ATL,780,0,15,EV_HPN_ATL,EV_HPN,0
c-7,c-5,1195,EV,ATL,CLE,554,55,19,EV_ATL_CLE,EV_ATL,0
c-4,c-3,490,MQ,XNA,DFW,281,10,8,MQ_XNA_DFW,MQ_XNA,0
c-10,c-1,480,OO,SAT,SFO,1482,0,8,OO_SAT_SFO,OO_SAT,0
c-2,c-2,883,OO,MRY,SFO,77,43,14,OO_MRY_SFO,OO_MRY,0
c-4,c-7,478,AA,BNA,DFW,631,58,7,AA_BNA_DFW,AA_BNA,0
c-5,c-1,952,EV,GPT,ATL,352,52,15,EV_GPT_ATL,EV_GPT,0
c-10,c-3,825,OH,CVG,CAE,404,45,13,OH_CVG_CAE,OH_CVG,0
c-7,c-7,1398,FL,ATL,FNT,644,18,23,FL_ATL_FNT,FL_ATL,1
c-10,c-2,1035,WN,ORF,BWI,159,15,17,WN_ORF_BWI,WN_ORF,1
c-11,c-5,933,UA,MCO,IAD,758,33,15,UA_MCO_IAD,UA_MCO,0
c-1,c-3,1169,AA,DFW,ATL,732,29,19,AA_DFW_ATL,AA_DFW,0
c-5,c-2,481,HP,DTW,PHX,1671,1,8,HP_DTW_PHX,HP_DTW,0
c-12,c-1,536,UA,ATL,DEN,1199,56,8,UA_ATL_DEN,UA_ATL,0
c-5,c-2,1055,WN,MDW,MCI,405,35,17,WN_MDW_MCI,WN_MDW,1
c-12,c-3,778,AA,DFW,LAX,1235,58,12,AA_DFW_LAX,AA_DFW,1
c-8,c-5,781,US,SFO,PIT,2254,1,13,US_SFO_PIT,US_SFO,1
c-7,c-5,1275,WN,LAS,OAK,407,15,21,WN_LAS_OAK,WN_LAS,0
c-3,c-4,1273,CO,FLL,EWR,1065,13,21,CO_FLL_EWR,CO_FLL,0
c-3,c-4,1083,XE,BNA,CLE,448,3,18,XE_BNA_CLE,XE_BNA,1
c-11,c-6,453,B6,MCO,JFK,944,33,7,B6_MCO_JFK,B6_MCO,0
c-3,c-7,1230,WN,MSY,HOU,303,30,20,WN_MSY_HOU,WN_MSY,0
c-10,c-7,720,AA,BHM,DFW,597,0,12,AA_BHM_DFW,AA_BHM,0
c-6,c-4,794,AS,SEA,ANC,1449,14,13,AS_SEA_ANC,AS_SEA,0
c-10,c-3,802,CO,IAH,ORD,925,22,13,CO_IAH_ORD,CO_IAH,0
c-7,c-2,1307,AS,SEA,ANC,1449,47,21,AS_SEA_ANC,AS_SEA,1
c-12,c-3,630,WN,OAK,BUR,325,30,10,WN_OAK_BUR,WN_OAK,0
c-8,c-1,1010,WN,BUF,PHX,1912,50,16,WN_BUF_PHX,WN_BUF,0
c-3,c-7,598,DL,CVG,SLC,1449,58,9,DL_CVG_SLC,DL_CVG,0
c-8,c-5,403,CO,ELP,IAH,667,43,6,CO_ELP_IAH,CO_ELP,0
c-10,c-7,1305,YV,IAD,RDU,224,45,21,YV_IAD_RDU,YV_IAD,0
c-6,c-2,401,NW,DTW,EWR,487,41,6,NW_DTW_EWR,NW_DTW,0
c-11,c-6,478,US,LGA,BOS,185,58,7,US_LGA_BOS,US_LGA,0
c-11,c-2,811,WN,BWI,RDU,255,31,13,WN_BWI_RDU,WN_BWI,1
c-1,c-7,1160,YV,BNA,IAD,542,20,19,YV_BNA_IAD,YV_BNA,1
c-1,c-3,1095,DL,ATL,DFW,732,15,18,DL_ATL_DFW,DL_ATL,1
c-6,c-1,1142,WN,MCI,BWI,967,2,19,WN_MCI_BWI,WN_MCI,1
c-11,c-4,357,CO,AUS,IAH,140,57,5,CO_AUS_IAH,CO_AUS,0
c-1,c-1,465,WN,SEA,SLC,689,45,7,WN_SEA_SLC,WN_SEA,0
c-6,c-4,1128,UA,IAH,DEN,861,48,18,UA_IAH_DEN,UA_IAH,1
c-4,c-7,445,US,PHX,LAS,256,25,7,US_PHX_LAS,US_PHX,0
c-2,c-7,1215,AA,SJU,ORD,2072,15,20,AA_SJU_ORD,AA_SJU,1
c-6,c-4,787,CO,IAH,CLE,1091,7,13,CO_IAH_CLE,CO_IAH,0
c-8,c-3,598,US,PHX,PHL,2075,58,9,US_PHX_PHL,US_PHX,0
c-9,c-7,600,WN,SEA,MDW,1733,0,10,WN_SEA_MDW,WN_SEA,0
c-4,c-5,1094,WN,ONT,LAS,197,14,18,WN_ONT_LAS,WN_ONT,1
c-1,c-7,837,FL,BWI,BOS,370,57,13,FL_BWI_BOS,FL_BWI,0
c-12,c-5,404,XE,DFW,CLE,1021,44,6,XE_DFW_CLE,XE_DFW,0
c-8,c-3,450,OO,ELP,SLC,693,30,7,OO_ELP_SLC,OO_ELP,0
c-9,c-4,1167,OH,CMH,LGA,478,27,19,OH_CMH_LGA,OH_CMH,0
c-12,c-2,918,WN,SAN,SJC,417,18,15,WN_SAN_SJC,WN_SAN,1
c-5,c-4,665,MQ,LIT,ORD,552,5,11,MQ_LIT_ORD,MQ_LIT,1
c-2,c-1,566,UA,IAD,ORD,589,26,9,UA_IAD_ORD,UA_IAD,0
c-1,c-7,330,EV,OKC,ATL,761,30,5,EV_OKC_ATL,EV_OKC,0
c-7,c-2,1272,CO,IAH,ELP,667,12,21,CO_IAH_ELP,CO_IAH,0
c-3,c-3,861,FL,ATL,BUF,712,21,14,FL_ATL_BUF,FL_ATL,0
c-7,c-7,820,WN,MDW,SAT,1036,40,13,WN_MDW_SAT,WN_MDW,0
c-7,c-5,1175,MQ,LAX,SBP,155,35,19,MQ_LAX_SBP,MQ_LAX,0
c-11,c-4,646,XE,IAH,BHM,562,46,10,XE_IAH_BHM,XE_IAH,0
c-9,c-1,1158,WN,LAS,SJC,386,18,19,WN_LAS_SJC,WN_LAS,0
c-3,c-5,787,DL,MIA,ATL,595,7,13,DL_MIA_ATL,DL_MIA,0
c-4,c-1,913,DL,ATL,MKE,669,13,15,DL_ATL_MKE,DL_ATL,1
c-2,c-5,1022,MQ,SJC,SAN,417,2,17,MQ_SJC_SAN,MQ_SJC,0
c-5,c-1,403,DL,ATL,LGA,761,43,6,DL_ATL_LGA,DL_ATL,0
c-11,c-6,549,NW,DTW,MSP,528,9,9,NW_DTW_MSP,NW_DTW,0
c-11,c-1,1140,WN,ISP,MCO,972,0,19,WN_ISP_MCO,WN_ISP,0
c-3,c-5,1338,TZ,IND,PIE,840,18,22,TZ_IND_PIE,TZ_IND,1
c-7,c-2,917,DL,ORF,ATL,516,17,15,DL_ORF_ATL,DL_ORF,1
c-2,c-4,426,CO,LAS,CLE,1825,6,7,CO_LAS_CLE,CO_LAS,0
c-8,c-3,899,OO,SBA,SFO,262,59,14,OO_SBA_SFO,OO_SBA,0
c-9,c-1,891,OO,ORD,ICT,588,51,14,OO_ORD_ICT,OO_ORD,0
c-3,c-1,1055,DL,ATL,HSV,151,35,17,DL_ATL_HSV,DL_ATL,0
c-9,c-3,1211,DL,SAV,ATL,215,11,20,DL_SAV_ATL,DL_SAV,0
c-11,c-5,663,OO,DEN,BZN,525,3,11,OO_DEN_BZN,OO_DEN,0
c-12,c-3,1008,MQ,DFW,JAN,408,48,16,MQ_DFW_JAN,MQ_DFW,1
c-7,c-6,1315,DH,IAD,LAS,2066,55,21,DH_IAD_LAS,DH_IAD,1
c-12,c-1,1155,US,PHX,MKE,1460,15,19,US_PHX_MKE,US_PHX,0
c-12,c-6,1078,OO,MCI,ORD,403,58,17,OO_MCI_ORD,OO_MCI,0
c-10,c-3,1164,WN,TPA,CMH,829,24,19,WN_TPA_CMH,WN_TPA,0
c-3,c-6,1245,MQ,DFW,LRD,394,45,20,MQ_DFW_LRD,MQ_DFW,0
c-11,c-7,651,DL,MSY,CVG,700,51,10,DL_MSY_CVG,DL_MSY,0
c-12,c-6,777,NW,MSP,IND,503,57,12,NW_MSP_IND,NW_MSP,0
c-9,c-5,663,OO,SFO,SMF,86,3,11,OO_SFO_SMF,OO_SFO,0
c-9,c-7,1004,US,PHX,SNA,338,44,16,US_PHX_SNA,US_PHX,1
c-3,c-3,1280,WN,SAT,LAS,1069,20,21,WN_SAT_LAS,WN_SAT,1
c-8,c-3,375,OH,PIT,JFK,340,15,6,OH_PIT_JFK,OH_PIT,0
c-6,c-2,35,CO,SFO,IAH,1635,35,0,CO_SFO_IAH,CO_SFO,0
c-10,c-3,697,MQ,DFW,LBB,282,37,11,MQ_DFW_LBB,MQ_DFW,0
c-7,c-6,955,DL,ATL,JFK,760,55,15,DL_ATL_JFK,DL_ATL,1
c-9,c-5,903,WN,BHM,PHX,1455,3,15,WN_BHM_PHX,WN_BHM,0
c-12,c-5,1110,OH,JFK,STL,892,30,18,OH_JFK_STL,OH_JFK,1
c-4,c-4,1302,NW,MSP,PHX,1276,42,21,NW_MSP_PHX,NW_MSP,0
c-10,c-2,1054,XE,IAH,MCI,643,34,17,XE_IAH_MCI,XE_IAH,0
c-5,c-3,940,WN,BWI,FLL,925,40,15,WN_BWI_FLL,WN_BWI,0
c-11,c-2,1295,WN,BWI,ISP,220,35,21,WN_BWI_ISP,WN_BWI,0
c-6,c-2,742,FL,ATL,MIA,595,22,12,FL_ATL_MIA,FL_ATL,0
c-8,c-2,998,NW,DLH,MSP,144,38,16,NW_DLH_MSP,NW_DLH,0
c-2,c-1,1122,DH,IAD,PIT,183,42,18,DH_IAD_PIT,DH_IAD,0
c-9,c-3,976,AA,ATL,DFW,732,16,16,AA_ATL_DFW,AA_ATL,0
c-7,c-1,1317,WN,SLC,BOI,291,57,21,WN_SLC_BOI,WN_SLC,1
c-10,c-4,950,F9,CAK,DEN,1224,50,15,F9_CAK_DEN,F9_CAK,0
c-4,c-4,562,AA,ORD,ABQ,1118,22,9,AA_ORD_ABQ,AA_ORD,0
c-9,c-4,356,XE,DAL,IAH,217,56,5,XE_DAL_IAH,XE_DAL,0
c-5,c-1,555,EV,GSO,TPA,580,15,9,EV_GSO_TPA,EV_GSO,0
c-8,c-6,1080,DL,BWI,ATL,576,0,18,DL_BWI_ATL,DL_BWI,0
c-4,c-6,588,HA,HNL,LIH,102,48,9,HA_HNL_LIH,HA_HNL,0
c-6,c-3,1394,AA,LAX,JFK,2475,14,23,AA_LAX_JFK,AA_LAX,0
c-4,c-1,605,AA,PHX,ORD,1440,5,10,AA_PHX_ORD,AA_PHX,1
c-9,c-4,366,AA,STL,ORD,258,6,6,AA_STL_ORD,AA_STL,0
c-5,c-2,590,DL,ATL,SJC,2116,50,9,DL_ATL_SJC,DL_ATL,0
c-3,c-2,1272,XE,IAH,CRP,201,12,21,XE_IAH_CRP,XE_IAH,0
c-11,c-2,1349,XE,CLE,DAY,162,29,22,XE_CLE_DAY,XE_CLE,1
c-10,c-7,985,WN,CMH,BWI,336,25,16,WN_CMH_BWI,WN_CMH,1
c-11,c-1,619,B6,LGA,FLL,1076,19,10,B6_LGA_FLL,B6_LGA,1
c-1,c-7,1316,MQ,ORD,CMH,296,56,21,MQ_ORD_CMH,MQ_ORD,1
c-7,c-7,1075,WN,ONT,OAK,361,55,17,WN_ONT_OAK,WN_ONT,1
c-3,c-6,1343,OO,SLC,DEN,391,23,22,OO_SLC_DEN,OO_SLC,0
c-2,c-4,808,OO,LEX,ORD,323,28,13,OO_LEX_ORD,OO_LEX,0
c-3,c-5,563,NW,MIA,DTW,1145,23,9,NW_MIA_DTW,NW_MIA,0
c-12,c-6,658,MQ,LGA,CLT,544,58,10,MQ_LGA_CLT,MQ_LGA,1
c-11,c-3,1367,NW,MSP,FSD,197,47,22,NW_MSP_FSD,NW_MSP,1
c-8,c-6,1260,OH,ATL,DAY,432,0,21,OH_ATL_DAY,OH_ATL,0
c-10,c-7,627,XE,MCI,EWR,1092,27,10,XE_MCI_EWR,XE_MCI,0
c-3,c-5,976,WN,MCO,BUF,1011,16,16,WN_MCO_BUF,WN_MCO,0
c-3,c-2,520,OO,DTW,DEN,1123,40,8,OO_DTW_DEN,OO_DTW,0
c-11,c-4,842,MQ,LEX,ORD,323,2,14,MQ_LEX_ORD,MQ_LEX,0
c-2,c-1,608,DL,SLC,DEN,391,8,10,DL_SLC_DEN,DL_SLC,0
c-8,c-4,946,FL,ATL,BOS,946,46,15,FL_ATL_BOS,FL_ATL,1
c-10,c-2,430,WN,BUF,MCO,1011,10,7,WN_BUF_MCO,WN_BUF,0
c-1,c-4,1131,HA,HNL,LIH,102,51,18,HA_HNL_LIH,HA_HNL,0
c-4,c-3,1285,WN,HOU,LAS,1235,25,21,WN_HOU_LAS,WN_HOU,1
c-1,c-1,681,OO,SLC,GTF,463,21,11,OO_SLC_GTF,OO_SLC,1
c-10,c-4,516,US,IAD,CLT,321,36,8,US_IAD_CLT,US_IAD,0
c-12,c-2,776,DL,SFO,SLC,599,56,12,DL_SFO_SLC,DL_SFO,0
c-7,c-3,731,UA,SFO,MCO,2445,11,12,UA_SFO_MCO,UA_SFO,0
c-10,c-2,507,F9,DEN,SFO,967,27,8,F9_DEN_SFO,F9_DEN,0
c-4,c-3,1212,EV,ATL,MGM,147,12,20,EV_ATL_MGM,EV_ATL,0
c-12,c-4,551,NW,MSP,FSD,197,11,9,NW_MSP_FSD,NW_MSP,0
c-4,c-7,1053,CO,IAH,MSY,305,33,17,CO_IAH_MSY,CO_IAH,0
c-9,c-1,792,DL,ONT,SLC,558,12,13,DL_ONT_SLC,DL_ONT,0
c-6,c-3,680,OH,PBI,CVG,892,20,11,OH_PBI_CVG,OH_PBI,0
c-3,c-1,1171,AA,ORD,DCA,612,31,19,AA_ORD_DCA,AA_ORD,0
c-12,c-3,500,AA,BNA,ORD,409,20,8,AA_BNA_ORD,AA_BNA,0
c-7,c-5,884,FL,PBI,ATL,545,44,14,FL_PBI_ATL,FL_PBI,0
c-11,c-2,687,B6,BUF,JFK,301,27,11,B6_BUF_JFK,B6_BUF,0
c-8,c-6,338,XE,TUS,IAH,936,38,5,XE_TUS_IAH,XE_TUS,0
c-5,c-1,1178,XE,IAH,DAY,929,38,19,XE_IAH_DAY,XE_IAH,0
c-8,c-4,886,DL,ATL,RIC,481,46,14,DL_ATL_RIC,DL_ATL,0
c-6,c-3,494,UA,LAX,DEN,862,14,8,UA_LAX_DEN,UA_LAX,0
c-10,c-5,431,AS,SNA,OAK,371,11,7,AS_SNA_OAK,AS_SNA,0
c-7,c-2,383,WN,BNA,BWI,588,23,6,WN_BNA_BWI,WN_BNA,0
c-7,c-2,1025,NW,HNL,MSP,3972,5,17,NW_HNL_MSP,NW_HNL,0
c-8,c-5,644,OO,DEN,MLI,751,44,10,OO_DEN_MLI,OO_DEN,0
c-4,c-5,377,OH,SBN,CVG,203,17,6,OH_SBN_CVG,OH_SBN,0
c-8,c-3,495,F9,DEN,ABQ,349,15,8,F9_DEN_ABQ,F9_DEN,0
c-2,c-7,1143,NW,DTW,CMH,155,3,19,NW_DTW_CMH,NW_DTW,0
c-10,c-6,659,WN,SJC,SAN,417,59,10,WN_SJC_SAN,WN_SJC,0
c-4,c-7,1123,OH,CVG,XNA,561,43,18,OH_CVG_XNA,OH_CVG,0
c-5,c-6,386,FL,IAD,ATL,533,26,6,FL_IAD_ATL,FL_IAD,0
c-4,c-1,780,DL,PHL,ATL,665,0,13,DL_PHL_ATL,DL_PHL,1
c-3,c-2,417,AA,DFW,MIA,1121,57,6,AA_DFW_MIA,AA_DFW,0
c-12,c-4,1024,UA,LGA,IAD,229,4,17,UA_LGA_IAD,UA_LGA,0
c-6,c-2,1150,WN,ISP,MCO,972,10,19,WN_ISP_MCO,WN_ISP,1
c-10,c-5,783,FL,ATL,CLT,227,3,13,FL_ATL_CLT,FL_ATL,1
c-5,c-2,360,EV,MGM,ATL,147,0,6,EV_MGM_ATL,EV_MGM,0
c-11,c-2,557,AA,DFW,EWR,1372,17,9,AA_DFW_EWR,AA_DFW,0
c-9,c-6,585,WN,MCO,JAN,587,45,9,WN_MCO_JAN,WN_MCO,0
c-2,c-2,1350,US,SEA,CLT,2279,30,22,US_SEA_CLT,US_SEA,0
c-10,c-5,409,NW,MSN,MSP,228,49,6,NW_MSN_MSP,NW_MSN,0
c-12,c-2,785,WN,BWI,BDL,283,5,13,WN_BWI_BDL,WN_BWI,0
c-5,c-3,821,US,PIT,TPA,873,41,13,US_PIT_TPA,US_PIT,0
c-12,c-5,355,MQ,RDU,DCA,227,55,5,MQ_RDU_DCA,MQ_RDU,0
c-4,c-2,646,OO,ORD,SDF,286,46,10,OO_ORD_SDF,OO_ORD,0
c-2,c-2,1093,FL,PIT,ATL,526,13,18,FL_PIT_ATL,FL_PIT,0
c-3,c-5,621,NW,CMH,DTW,155,21,10,NW_CMH_DTW,NW_CMH,0
c-3,c-3,748,DL,BOS,LGA,185,28,12,DL_BOS_LGA,DL_BOS,0
c-7,c-4,1207,MQ,BOS,STL,1046,7,20,MQ_BOS_STL,MQ_BOS,1
c-8,c-5,1297,US,CLT,ABE,481,37,21,US_CLT_ABE,US_CLT,0
c-12,c-1,730,AS,SEA,ANC,1449,10,12,AS_SEA_ANC,AS_SEA,0
c-11,c-5,1052,MQ,HPN,ORD,738,32,17,MQ_HPN_ORD,MQ_HPN,0
c-9,c-2,1093,AA,DFW,OAK,1456,13,18,AA_DFW_OAK,AA_DFW,0
c-10,c-3,555,UA,DFW,DEN,641,15,9,UA_DFW_DEN,UA_DFW,0
c-8,c-4,475,UA,BTV,ORD,763,55,7,UA_BTV_ORD,UA_BTV,0
c-9,c-5,538,US,PIT,PHL,267,58,8,US_PIT_PHL,US_PIT,0
c-5,c-7,563,DL,ATL,SAV,215,23,9,DL_ATL_SAV,DL_ATL,0
c-9,c-5,676,DL,TPA,BOS,1185,16,11,DL_TPA_BOS,DL_TPA,0
c-2,c-2,840,WN,FLL,BWI,925,0,14,WN_FLL_BWI,WN_FLL,0
c-11,c-1,1078,XE,IAH,COS,809,58,17,XE_IAH_COS,XE_IAH,0
c-7,c-1,1307,DL,ATL,MCI,692,47,21,DL_ATL_MCI,DL_ATL,1
c-12,c-3,853,WN,MCO,MSY,550,13,14,WN_MCO_MSY,WN_MCO,0
c-7,c-3,1081,XE,IAH,COS,809,1,18,XE_IAH_COS,XE_IAH,0
c-3,c-4,895,OO,SLC,SBA,615,55,14,OO_SLC_SBA,OO_SLC,0
c-7,c-3,676,FL,TPA,GPT,429,16,11,FL_TPA_GPT,FL_TPA,0
c-7,c-6,373,AS,LAX,SEA,954,13,6,AS_LAX_SEA,AS_LAX,0
c-12,c-2,589,AS,ANC,AKN,289,49,9,AS_ANC_AKN,AS_ANC,0
c-2,c-4,465,AA,LAX,MCO,2217,45,7,AA_LAX_MCO,AA_LAX,0
c-11,c-6,561,WN,IAD,MDW,577,21,9,WN_IAD_MDW,WN_IAD,0
c-10,c-7,1261,WN,SJC,RNO,188,1,21,WN_SJC_RNO,WN_SJC,0
c-7,c-6,350,AA,BOS,ORD,867,50,5,AA_BOS_ORD,AA_BOS,0
c-8,c-4,848,XE,PIT,EWR,319,8,14,XE_PIT_EWR,XE_PIT,0
c-3,c-1,954,US,DCA,LGA,214,54,15,US_DCA_LGA,US_DCA,0
c-7,c-1,569,MQ,MKE,DFW,853,29,9,MQ_MKE_DFW,MQ_MKE,0
c-1,c-1,475,AA,DEN,DFW,641,55,7,AA_DEN_DFW,AA_DEN,0
c-5,c-5,1128,AA,LGA,TPA,1011,48,18,AA_LGA_TPA,AA_LGA,1
c-2,c-7,948,DH,JFK,IAD,228,48,15,DH_JFK_IAD,DH_JFK,0
c-5,c-3,928,DL,STX,ATL,1638,28,15,DL_STX_ATL,DL_STX,1
c-10,c-6,1036,NW,MSP,SAN,1532,16,17,NW_MSP_SAN,NW_MSP,0
c-6,c-6,418,UA,ORD,SFO,1846,58,6,UA_ORD_SFO,UA_ORD,0
c-2,c-3,817,FL,IND,MCO,828,37,13,FL_IND_MCO,FL_IND,1
c-7,c-1,925,CO,EWR,LAX,2454,25,15,CO_EWR_LAX,CO_EWR,1
c-6,c-7,417,XE,CHS,EWR,628,57,6,XE_CHS_EWR,XE_CHS,0
c-7,c-6,869,AS,ANC,SEA,1449,29,14,AS_ANC_SEA,AS_ANC,1
c-10,c-1,1112,WN,MDW,CMH,284,32,18,WN_MDW_CMH,WN_MDW,0
c-4,c-6,437,HP,PHX,SAN,304,17,7,HP_PHX_SAN,HP_PHX,0
c-10,c-5,1313,FL,LAX,ATL,1946,53,21,FL_LAX_ATL,FL_LAX,0
c-4,c-2,427,B6,FLL,JFK,1069,7,7,B6_FLL_JFK,B6_FLL,0
c-12,c-7,730,MQ,ORD,GRR,137,10,12,MQ_ORD_GRR,MQ_ORD,0
c-4,c-4,1223,UA,SFO,DEN,967,23,20,UA_SFO_DEN,UA_SFO,0
c-1,c-5,402,WN,PDX,PHX,1009,42,6,WN_PDX_PHX,WN_PDX,0
c-10,c-1,520,MQ,DFW,XNA,281,40,8,MQ_DFW_XNA,MQ_DFW,0
c-10,c-1,589,OO,SFO,SMF,86,49,9,OO_SFO_SMF,OO_SFO,0
c-4,c-3,670,CO,IAH,PHL,1324,10,11,CO_IAH_PHL,CO_IAH,1
c-6,c-4,891,OH,JAX,CVG,614,51,14,OH_JAX_CVG,OH_JAX,0
c-4,c-7,943,CO,BWI,IAH,1235,43,15,CO_BWI_IAH,CO_BWI,0
c-11,c-4,379,NW,BWI,DTW,408,19,6,NW_BWI_DTW,NW_BWI,0
c-7,c-2,340,EV,LFT,ATL,503,40,5,EV_LFT_ATL,EV_LFT,0
c-4,c-6,617,MQ,CMH,BOS,640,17,10,MQ_CMH_BOS,MQ_CMH,0
c-7,c-6,950,OO,RAP,DEN,301,50,15,OO_RAP_DEN,OO_RAP,0
c-8,c-1,694,EV,GSP,ATL,153,34,11,EV_GSP_ATL,EV_GSP,0
c-9,c-2,882,OO,ABE,ORD,654,42,14,OO_ABE_ORD,OO_ABE,1
c-6,c-7,363,NW,VPS,MEM,369,3,6,NW_VPS_MEM,NW_VPS,0
c-10,c-5,738,XE,CLE,LGA,418,18,12,XE_CLE_LGA,XE_CLE,0
c-8,c-1,361,WN,ONT,OAK,361,1,6,WN_ONT_OAK,WN_ONT,0
